영문	부위	요구레벨	제안	후보	등급
Dragon Scale Sword	1	20		피4 · 피닉스크로어4	CONFLICT
Dragon Slayer	1	80		견습자의검 · 견습자의검+1 · 견습자의검+2 · 드래곤크로어 · 드래곤크로어수 · 드래곤크로어토 · 드래곤크로어풍 · 드래곤크로어화 · 투핸드드래곤크로어 · 투핸드드래곤크로어수 · 투핸드드래곤크로어토 · 투핸드드래곤크로어풍	CONFLICT
Empowered Azoth	1	99		곡단도 · 도적의무기 · 도적의무기+1 · 도적의무기+2 · 인월도	CONFLICT
Empowered Escalon	1	99		엑시큐터 · 엑시큐터수 · 엑시큐터토 · 엑시큐터풍 · 엑시큐터화 · 투핸드엑시큐터 · 투핸드엑시큐터수 · 투핸드엑시큐터토 · 투핸드엑시큐터풍 · 투핸드엑시큐터화	CONFLICT
Empowered Holy Hy-Brasyl Gnarl	1	99		이아의빛	CONFLICT
Empowered Magus Orb	1	99		로오의빛	CONFLICT
Enchanted Azoth	1	99		곡단도 · 도적의무기 · 도적의무기+1 · 도적의무기+2 · 인월도	CONFLICT
Enchanted Kalkuri	1	99		노머시의빅글러브 · 미스릴배틀핸드 · 배틀핸드(Lev15) · 배틀핸드(Lev3) · 배틀핸드(Lev30)	CONFLICT
Eppe	1	2		에페 · 에페(x)	CONFLICT
Eppe	1	2		에페 · 에페(x)	CONFLICT
Fine Claidhmore	1	75		크레이모어 · 크레이모어수 · 크레이모어토 · 크레이모어풍 · 크레이모어화 · 투핸드크레이모어 · 투핸드크레이모어수 · 투핸드크레이모어토 · 투핸드크레이모어풍 · 투핸드크레이모어화	CONFLICT
Fine Light Dagger	1	40		광단검 · 광단검수 · 광단검토 · 광단검풍 · 광단검화	CONFLICT
Fine Snow Secret	1	7		비매표 · 비매표수 · 비매표토 · 비매표풍 · 비매표화 · 비설표 · 비중표 · 비중표수 · 비중표토 · 비중표풍 · 비중표화	CONFLICT
Fine Sun Dagger	1	66		일단검 · 일단검수 · 일단검토 · 일단검풍 · 일단검화	CONFLICT
Fine Sun Secret	1	75		비광표 · 비광표수 · 비광표토 · 비광표풍 · 비광표화 · 비월표 · 비월표수 · 비월표토 · 비월표풍 · 비월표화 · 비일표 · 비일표수	CONFLICT
Good Snow Secret	1	5		비매표 · 비매표수 · 비매표토 · 비매표풍 · 비매표화 · 비설표 · 비중표 · 비중표수 · 비중표토 · 비중표풍 · 비중표화	CONFLICT
Good Sun Dagger	1	64		일단검 · 일단검수 · 일단검토 · 일단검풍 · 일단검화	CONFLICT
Good Sun Secret	1	73		비광표 · 비광표수 · 비광표토 · 비광표풍 · 비광표화 · 비월표 · 비월표수 · 비월표토 · 비월표풍 · 비월표화 · 비일표 · 비일표수	CONFLICT
Grand Snow Secret	1	9		비매표 · 비매표수 · 비매표토 · 비매표풍 · 비매표화 · 비설표 · 비중표 · 비중표수 · 비중표토 · 비중표풍 · 비중표화	CONFLICT
Grand Sun Dagger	1	68		일단검 · 일단검수 · 일단검토 · 일단검풍 · 일단검화	CONFLICT
Grand Sun Secret	1	77		비광표 · 비광표수 · 비광표토 · 비광표풍 · 비광표화 · 비월표 · 비월표수 · 비월표토 · 비월표풍 · 비월표화 · 비일표 · 비일표수	CONFLICT
Great Emerald Sword	1	85		에메랄드소드 · 에메랄드소드수 · 에메랄드소드토 · 에메랄드소드풍 · 에메랄드소드화 · 투핸드에메랄드소드 · 투핸드에메랄드소드수 · 투핸드에메랄드소드토 · 투핸드에메랄드소드풍 · 투핸드에메랄드소드화	CONFLICT
Great Snow Secret	1	11		비매표 · 비매표수 · 비매표토 · 비매표풍 · 비매표화 · 비설표 · 비중표 · 비중표수 · 비중표토 · 비중표풍 · 비중표화	CONFLICT
Great Sun Dagger	1	70		일단검 · 일단검수 · 일단검토 · 일단검풍 · 일단검화	CONFLICT
Great Sun Secret	1	79		비광표 · 비광표수 · 비광표토 · 비광표풍 · 비광표화 · 비월표 · 비월표수 · 비월표토 · 비월표풍 · 비월표화 · 비일표 · 비일표수	CONFLICT
Harpoon	1	11		니크르창 · 작살	CONFLICT
Holy Apollo	1	11		매직솔라 · 홀리솔라	CONFLICT
Holy Gaea	1	11		매직가이아 · 홀리가이아	CONFLICT
Holy Hermes	1	11		매직마르시아 · 매직마르시아(x) · 홀리마르시아	CONFLICT
Holy Hy-Brasyl Gnarl	1	99		이아의은총	CONFLICT
Holy Kronos	1	11		매직새티아 · 홀리새티아	CONFLICT
Holy Zeus	1	11		매직쥬피티아 · 홀리쥬피티아	CONFLICT
Hy-Brasyl Battle Axe	1	95		하이브레이질그레이트배틀액스 · 헬2	CONFLICT
Light Dagger	1	42		광단검 · 광단검수 · 광단검토 · 광단검풍 · 광단검화	CONFLICT
Light Secret	1	7		비매표 · 비매표수 · 비매표토 · 비매표풍 · 비매표화 · 비설표 · 비중표 · 비중표수 · 비중표토 · 비중표풍 · 비중표화	CONFLICT
Long Sword	1	56		롱소드 · 롱소드수 · 롱소드토 · 롱소드풍 · 롱소드화	CONFLICT
Long Sword	1	56		롱소드 · 롱소드수 · 롱소드토 · 롱소드풍 · 롱소드화	CONFLICT
Lotus Dagger	1	30		월단검 · 월단검수 · 월단검토 · 월단검풍 · 월단검화	CONFLICT
Lotus Secret	1	21		비광표 · 비광표수 · 비광표토 · 비광표풍 · 비광표화 · 비월표 · 비월표수 · 비월표토 · 비월표풍 · 비월표화 · 비일표 · 비일표수	CONFLICT
Loures Saber	1	7		커틀라스 · 커틀라스수 · 커틀라스토 · 커틀라스풍 · 커틀라스화	CONFLICT
Loures Saber	1	7		커틀라스 · 커틀라스수 · 커틀라스토 · 커틀라스풍 · 커틀라스화	CONFLICT
Magus Apollo	1	11		매직솔라 · 홀리솔라	CONFLICT
Magus Diana	1	6		매직루나 · 홀리루나	CONFLICT
Magus Hy-Brasyl Orb	1	99		로오의은총	CONFLICT
Masquerade	1	31		매스케이드 · 매스케이드수 · 매스케이드토 · 매스케이드풍 · 매스케이드화	CONFLICT
Master Celestial Staff	1	99		매직세페우스 · 매직스태프 · 홀리세페우스 · 홀리스태프	CONFLICT
Master Divine Staff	1	99		매직세페우스 · 매직스태프 · 홀리세페우스 · 홀리스태프	CONFLICT
Might and Power	1	99		[성직자]뮤레칸의스태프(+1) · [성직자]뮤레칸의스태프(+2) · [성직자]뮤레칸의스태프(+3) · [성직자]뮤레칸의스태프(+4) · [성직자]뮤레칸의스태프(+5)	CONFLICT
Moon Dagger	1	30		월단검 · 월단검수 · 월단검토 · 월단검풍 · 월단검화	CONFLICT
Moon Secret	1	1		비매표 · 비매표수 · 비매표토 · 비매표풍 · 비매표화 · 비설표 · 비중표 · 비중표수 · 비중표토 · 비중표풍 · 비중표화	CONFLICT
Nagetier Dagger	1	79		강력한단검 · 워어렛단검	CONFLICT
Oak Stick	1	1		목도 · 목도+1 · 목도+2 · 목도+3 · 목도+M · 쌍절권 · 조금쌘목도	CONFLICT
Obsidian	1	50		노머시의스몰글러브 · 하이브레이질배틀핸드	CONFLICT
Primitive Spear	1	49		니크르창 · 작살	CONFLICT
Shovel	1	41		고급삽 · 삽 · 중급삽 · 초급삽	CONFLICT
Snow Secret	1	3		비매표 · 비매표수 · 비매표토 · 비매표풍 · 비매표화 · 비설표 · 비중표 · 비중표수 · 비중표토 · 비중표풍 · 비중표화	CONFLICT
Stick	1	1		목도 · 목도+1 · 목도+2 · 목도+3 · 목도+M · 쌍절권 · 조금쌘목도	CONFLICT
Stilla	1	61		스틸라 · 스틸라수 · 스틸라토 · 스틸라풍 · 스틸라화	CONFLICT
Stone Axe	1	95		돌괭이 · 스톤액스	CONFLICT
Stone Cross	1	98		다크클레릭십자가 · 십자가	CONFLICT
Sun Secret	1	21		비매표 · 비매표수 · 비매표토 · 비매표풍 · 비매표화 · 비설표 · 비중표 · 비중표수 · 비중표토 · 비중표풍 · 비중표화	CONFLICT
Templar	1	29		매스커레이드 · 매스커레이드수 · 매스커레이드토 · 매스커레이드풍 · 매스커레이드화	CONFLICT
Templar	1	29		매스커레이드 · 매스커레이드수 · 매스커레이드토 · 매스커레이드풍 · 매스커레이드화	CONFLICT
Tilian Claw	1	50		견습자의글러브 · 견습자의글러브+1 · 견습자의글러브+2 · 고급글러브 · 고양이손 · 글러브1 · 글러브2 · 노머시의글러브 · 무도가의무기 · 무도가의무기+1 · 무도가의무기+2 · 용의발톱	CONFLICT
Abundance Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Abundance Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Blessed Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Blessed Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Blessed Iron Bracer	10	33		동팔찌 · 로오의동팔찌 · 메투스의동팔찌 · 뮤레칸의동팔찌 · 세오의동팔찌 · 세토아의동팔찌 · 셔스의동팔찌 · 이아의동팔찌 · 풍요의동팔찌	CONFLICT
Blessed Iron Gauntlet	10	33		동장갑 · 로오의동장갑 · 메투스의동장갑 · 뮤레칸의동장갑 · 세오의동장갑 · 세토아의동장갑 · 셔스의동장갑 · 이아의동장갑 · 풍요의동장갑	CONFLICT
Blessed Leather Bracer	10	9		가죽팔찌 · 로오의가죽팔찌 · 메투스의가죽팔찌 · 세오의가죽팔찌 · 세토아의가죽팔찌 · 셔스의가죽팔찌 · 이아의가죽팔찌 · 풍요의가죽팔찌	CONFLICT
Blessed Leather Gauntlet	10	9		가죽장갑 · 로오의가죽장갑 · 메투스의가죽장갑 · 세오의가죽장갑 · 세토아의가죽장갑 · 셔스의가죽장갑 · 이아의가죽장갑 · 풍요의가죽장갑	CONFLICT
Blessed Mythril Bracer	10	63		로오의은팔찌 · 메투스의은팔찌 · 세오의은팔찌 · 세토아의은팔찌 · 셔스의은팔찌 · 은팔찌 · 이아의은팔찌 · 풍요의은팔찌	CONFLICT
Blessed Mythril Gauntlet	10	63		로오의은장갑 · 메투스의은장갑 · 뮤레칸의은장갑 · 세오의은장갑 · 세토아의은장갑 · 셔스의은장갑 · 은장갑 · 이아의은장갑 · 풍요의은장갑	CONFLICT
Cail Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Cail Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Ceannlaidir Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Ceannlaidir Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Deoch Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Deoch Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Fiosachd Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Fiosachd Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Glioca Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Glioca Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Gramail Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Gramail Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Gramail Iron Bracer	10	33		동팔찌 · 로오의동팔찌 · 메투스의동팔찌 · 뮤레칸의동팔찌 · 세오의동팔찌 · 세토아의동팔찌 · 셔스의동팔찌 · 이아의동팔찌 · 풍요의동팔찌	CONFLICT
Gramail Iron Gauntlet	10	33		동장갑 · 로오의동장갑 · 메투스의동장갑 · 뮤레칸의동장갑 · 세오의동장갑 · 세토아의동장갑 · 셔스의동장갑 · 이아의동장갑 · 풍요의동장갑	CONFLICT
Gramail Leather Bracer	10	9		가죽팔찌 · 로오의가죽팔찌 · 메투스의가죽팔찌 · 세오의가죽팔찌 · 세토아의가죽팔찌 · 셔스의가죽팔찌 · 이아의가죽팔찌 · 풍요의가죽팔찌	CONFLICT
Gramail Leather Gauntlet	10	9		가죽장갑 · 로오의가죽장갑 · 메투스의가죽장갑 · 세오의가죽장갑 · 세토아의가죽장갑 · 셔스의가죽장갑 · 이아의가죽장갑 · 풍요의가죽장갑	CONFLICT
Gramail Mythril Bracer	10	63		로오의은팔찌 · 메투스의은팔찌 · 세오의은팔찌 · 세토아의은팔찌 · 셔스의은팔찌 · 은팔찌 · 이아의은팔찌 · 풍요의은팔찌	CONFLICT
Gramail Mythril Gauntlet	10	63		로오의은장갑 · 메투스의은장갑 · 뮤레칸의은장갑 · 세오의은장갑 · 세토아의은장갑 · 셔스의은장갑 · 은장갑 · 이아의은장갑 · 풍요의은장갑	CONFLICT
Luathas Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Luathas Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Magic Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Magic Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Magic Iron Bracer	10	33		동팔찌 · 로오의동팔찌 · 메투스의동팔찌 · 뮤레칸의동팔찌 · 세오의동팔찌 · 세토아의동팔찌 · 셔스의동팔찌 · 이아의동팔찌 · 풍요의동팔찌	CONFLICT
Magic Iron Gauntlet	10	33		동장갑 · 로오의동장갑 · 메투스의동장갑 · 뮤레칸의동장갑 · 세오의동장갑 · 세토아의동장갑 · 셔스의동장갑 · 이아의동장갑 · 풍요의동장갑	CONFLICT
Magic Leather Bracer	10	9		가죽팔찌 · 로오의가죽팔찌 · 메투스의가죽팔찌 · 세오의가죽팔찌 · 세토아의가죽팔찌 · 셔스의가죽팔찌 · 이아의가죽팔찌 · 풍요의가죽팔찌	CONFLICT
Magic Leather Gauntlet	10	9		가죽장갑 · 로오의가죽장갑 · 메투스의가죽장갑 · 세오의가죽장갑 · 세토아의가죽장갑 · 셔스의가죽장갑 · 이아의가죽장갑 · 풍요의가죽장갑	CONFLICT
Magic Mythril Bracer	10	63		로오의은팔찌 · 메투스의은팔찌 · 세오의은팔찌 · 세토아의은팔찌 · 셔스의은팔찌 · 은팔찌 · 이아의은팔찌 · 풍요의은팔찌	CONFLICT
Magic Mythril Gauntlet	10	63		로오의은장갑 · 메투스의은장갑 · 뮤레칸의은장갑 · 세오의은장갑 · 세토아의은장갑 · 셔스의은장갑 · 은장갑 · 이아의은장갑 · 풍요의은장갑	CONFLICT
Might Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Might Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Might Iron Bracer	10	33		동팔찌 · 로오의동팔찌 · 메투스의동팔찌 · 뮤레칸의동팔찌 · 세오의동팔찌 · 세토아의동팔찌 · 셔스의동팔찌 · 이아의동팔찌 · 풍요의동팔찌	CONFLICT
Might Iron Gauntlet	10	33		동장갑 · 로오의동장갑 · 메투스의동장갑 · 뮤레칸의동장갑 · 세오의동장갑 · 세토아의동장갑 · 셔스의동장갑 · 이아의동장갑 · 풍요의동장갑	CONFLICT
Might Leather Bracer	10	9		가죽팔찌 · 로오의가죽팔찌 · 메투스의가죽팔찌 · 세오의가죽팔찌 · 세토아의가죽팔찌 · 셔스의가죽팔찌 · 이아의가죽팔찌 · 풍요의가죽팔찌	CONFLICT
Might Leather Gauntlet	10	9		가죽장갑 · 로오의가죽장갑 · 메투스의가죽장갑 · 세오의가죽장갑 · 세토아의가죽장갑 · 셔스의가죽장갑 · 이아의가죽장갑 · 풍요의가죽장갑	CONFLICT
Might Mythril Bracer	10	63		로오의은팔찌 · 메투스의은팔찌 · 세오의은팔찌 · 세토아의은팔찌 · 셔스의은팔찌 · 은팔찌 · 이아의은팔찌 · 풍요의은팔찌	CONFLICT
Might Mythril Gauntlet	10	63		로오의은장갑 · 메투스의은장갑 · 뮤레칸의은장갑 · 세오의은장갑 · 세토아의은장갑 · 셔스의은장갑 · 은장갑 · 이아의은장갑 · 풍요의은장갑	CONFLICT
Sgrios Hy-Brasyl Bracer	10	95		금팔찌	CONFLICT
Sgrios Hy-Brasyl Gauntlet	10	95		금장갑	CONFLICT
Sgrios Leather Bracer	10	9		가죽팔찌 · 로오의가죽팔찌 · 메투스의가죽팔찌 · 세오의가죽팔찌 · 세토아의가죽팔찌 · 셔스의가죽팔찌 · 이아의가죽팔찌 · 풍요의가죽팔찌	CONFLICT
Sgrios Leather Gauntlet	10	9		가죽장갑 · 로오의가죽장갑 · 메투스의가죽장갑 · 세오의가죽장갑 · 세토아의가죽장갑 · 셔스의가죽장갑 · 이아의가죽장갑 · 풍요의가죽장갑	CONFLICT
Sgrios Mythril Bracer	10	63		로오의은팔찌 · 메투스의은팔찌 · 세오의은팔찌 · 세토아의은팔찌 · 셔스의은팔찌 · 은팔찌 · 이아의은팔찌 · 풍요의은팔찌	CONFLICT
Light Belt	11	11		[10일]생명의벨트 · 뉴트의벨트 · 생명의벨트	CONFLICT
Hy-Brasyl Greaves	12	93		금각반 · 뉴트의매직각반 · 뉴트의몽크각반 · 뉴트의파워각반 · 레드오피온의각반 · 로오의금각반 · 마력의금각반 · 메투스의금각반 · 뮤레칸의금각반 · 세오의금각반 · 세토아의금각반 · 셔스의금각반	CONFLICT
Mythril Greaves	12	59		로오의은각반 · 마법의은각반 · 메투스의은각반 · 뮤레칸의은각반 · 산호각반 · 세오의은각반 · 세토아의은각반 · 셔스의은각반 · 은각반 · 이아의은각반 · 체력의은각반 · 축복의은각반	CONFLICT
Abundance Boots	13	1		신발	CONFLICT
Abundance Enchanted Boots	13	96		매직부츠	CONFLICT
Abundance Magma Boots	13	82		마그마부츠	CONFLICT
Abundance Saffian Boots	13	66		바이올렛티	CONFLICT
Blessed Boots	13	1		신발	CONFLICT
Blessed Cordovan Boots	13	50		레더부츠 · 셔스의레더부츠 · 풍요의레더부츠	CONFLICT
Blessed Enchanted Boots	13	96		매직부츠	CONFLICT
Blessed Grey Boots	13	11		녹색신발 · 풍요의녹색신발	CONFLICT
Blessed Magma Boots	13	82		마그마부츠	CONFLICT
Blessed Saffian Boots	13	66		바이올렛티	CONFLICT
Blessed Shagreen Boots	13	33		녹색신발 · 풍요의녹색신발	CONFLICT
Cail Boots	13	1		신발	CONFLICT
Cail Cordovan Boots	13	50		레더부츠 · 셔스의레더부츠 · 풍요의레더부츠	CONFLICT
Cail Enchanted Boots	13	96		매직부츠	CONFLICT
Cail Grey Boots	13	11		녹색신발 · 풍요의녹색신발	CONFLICT
Cail Magma Boots	13	82		마그마부츠	CONFLICT
Cail Saffian Boots	13	66		바이올렛티	CONFLICT
Cail Shagreen Boots	13	33		녹색신발 · 풍요의녹색신발	CONFLICT
Ceannlaidir Cordovan Boots	13	50		레더부츠 · 셔스의레더부츠 · 풍요의레더부츠	CONFLICT
Ceannlaidir Enchanted Boots	13	96		매직부츠	CONFLICT
Ceannlaidir Grey Boots	13	11		녹색신발 · 풍요의녹색신발	CONFLICT
Ceannlaidir Magma Boots	13	82		마그마부츠	CONFLICT
Ceannlaidir Saffian Boots	13	66		바이올렛티	CONFLICT
Ceannlaidir Shagreen Boots	13	33		녹색신발 · 풍요의녹색신발	CONFLICT
Deoch Cordovan Boots	13	50		레더부츠 · 셔스의레더부츠 · 풍요의레더부츠	CONFLICT
Deoch Enchanted Boots	13	96		매직부츠	CONFLICT
Deoch Grey Boots	13	11		녹색신발 · 풍요의녹색신발	CONFLICT
Deoch Magma Boots	13	82		마그마부츠	CONFLICT
Deoch Saffian Boots	13	66		바이올렛티	CONFLICT
Deoch Shagreen Boots	13	33		녹색신발 · 풍요의녹색신발	CONFLICT
Fiosachd Enchanted Boots	13	96		매직부츠	CONFLICT
Fiosachd Grey Boots	13	11		녹색신발 · 풍요의녹색신발	CONFLICT
Fiosachd Magma Boots	13	82		마그마부츠	CONFLICT
Fiosachd Saffian Boots	13	66		바이올렛티	CONFLICT
Fiosachd Shagreen Boots	13	33		녹색신발 · 풍요의녹색신발	CONFLICT
Fioschad Boots	13	1		신발	CONFLICT
Glioca Boots	13	1		신발	CONFLICT
Glioca Cordovan Boots	13	50		레더부츠 · 셔스의레더부츠 · 풍요의레더부츠	CONFLICT
Glioca Enchanted Boots	13	96		매직부츠	CONFLICT
Glioca Grey Boots	13	11		녹색신발 · 풍요의녹색신발	CONFLICT
Glioca Magma Boots	13	82		마그마부츠	CONFLICT
Glioca Saffian Boots	13	66		바이올렛티	CONFLICT
Glioca Shagreen Boots	13	33		녹색신발 · 풍요의녹색신발	CONFLICT
Gramail Boots	13	1		신발	CONFLICT
Gramail Cordovan Boots	13	50		레더부츠 · 셔스의레더부츠 · 풍요의레더부츠	CONFLICT
Gramail Enchanted Boots	13	96		매직부츠	CONFLICT
Gramail Grey Boots	13	11		녹색신발 · 풍요의녹색신발	CONFLICT
Gramail Magma Boots	13	82		마그마부츠	CONFLICT
Gramail Saffian Boots	13	66		바이올렛티	CONFLICT
Gramail Shagreen Boots	13	33		녹색신발 · 풍요의녹색신발	CONFLICT
Magic Boots	13	1		신발	CONFLICT
Magic Cordovan Boots	13	50		레더부츠 · 셔스의레더부츠 · 풍요의레더부츠	CONFLICT
Magic Enchanted Boots	13	96		매직부츠	CONFLICT
Magic Grey Boots	13	11		녹색신발 · 풍요의녹색신발	CONFLICT
Magic Magma Boots	13	82		마그마부츠	CONFLICT
Magic Saffian Boots	13	66		바이올렛티	CONFLICT
Magic Shagreen Boots	13	33		녹색신발 · 풍요의녹색신발	CONFLICT
Might Boots	13	1		신발	CONFLICT
Might Cordovan Boots	13	50		레더부츠 · 셔스의레더부츠 · 풍요의레더부츠	CONFLICT
Might Cordovan Boots	13	50		레더부츠 · 셔스의레더부츠 · 풍요의레더부츠	CONFLICT
Might Enchanted Boots	13	96		매직부츠	CONFLICT
Might Enchanted Boots	13	96		매직부츠	CONFLICT
Might Grey Boots	13	11		녹색신발 · 풍요의녹색신발	CONFLICT
Might Grey Boots	13	11		녹색신발 · 풍요의녹색신발	CONFLICT
Might Magma Boots	13	82		마그마부츠	CONFLICT
Might Magma Boots	13	82		마그마부츠	CONFLICT
Might Saffian Boots	13	66		바이올렛티	CONFLICT
Might Saffian Boots	13	66		바이올렛티	CONFLICT
Might Shagreen Boots	13	33		녹색신발 · 풍요의녹색신발	CONFLICT
Might Shagreen Boots	13	33		녹색신발 · 풍요의녹색신발	CONFLICT
Mythril Boots	13	1		미스릴부츠 · 잊혀진신발	CONFLICT
Sgrios Cordovan Boots	13	50		레더부츠 · 셔스의레더부츠 · 풍요의레더부츠	CONFLICT
Sgrios Enchanted Boots	13	96		매직부츠	CONFLICT
Sgrios Grey Boots	13	11		녹색신발 · 풍요의녹색신발	CONFLICT
Sgrios Magma Boots	13	82		마그마부츠	CONFLICT
Sgrios Saffian Boots	13	66		바이올렛티	CONFLICT
Sgrios Shagreen Boots	13	33		녹색신발 · 풍요의녹색신발	CONFLICT
1	2	0		밀레스선풍도복 · 밀레스선풍도복수 · 밀레스선풍도복토 · 밀레스선풍도복풍 · 밀레스선풍도복화	CONFLICT
Abel Dwarvish Leather	2	11		루어스노미쉬레더 · 루어스노미쉬레더수 · 루어스노미쉬레더토 · 루어스노미쉬레더풍 · 루어스노미쉬레더화	CONFLICT
Aosdic Pattern Walker	2	80		헬소서러로브 · 헬소서리스로브 · 헬클레릭로브 · 헬프리스트로브	CONFLICT
Bangasart	2	97		매직로브 · 매직로브수 · 매직로브토 · 매직로브풍 · 매직로브화	CONFLICT
Bardocle	2	97		바르도클 · 바르도클수 · 바르도클토 · 바르도클풍 · 바르도클화	CONFLICT
Benusta	2	11		베누스타 · 베누스타수 · 베누스타토 · 베누스타풍 · 베누스타화	CONFLICT
Brigadine	2	11		브리간딘 · 브리간딘수 · 브리간딘토 · 브리간딘풍 · 브리간딘화	CONFLICT
Chainmail	2	56		체인메일 · 체인메일수 · 체인메일토 · 체인메일풍 · 체인메일화	CONFLICT
Clamyth	2	97		클라미스 · 클라미스수 · 클라미스토 · 클라미스풍 · 클라미스화	CONFLICT
Clymouth	2	71		클리머스 · 클리머스수 · 클리머스토 · 클리머스풍 · 클리머스화	CONFLICT
Corsette	2	41		브리간딘 · 브리간딘수 · 브리간딘토 · 브리간딘풍 · 브리간딘화	CONFLICT
Cotehardie	2	26		미스티플레이트 · 미스티플레이트수 · 미스티플레이트토 · 미스티플레이트풍 · 미스티플레이트화	CONFLICT
Cotte	2	1		꼬뜨 · 꼬뜨수 · 꼬뜨토 · 꼬뜨풍 · 꼬뜨화	CONFLICT
Cowl	2	1		셍즈 · 셍즈수 · 셍즈토 · 셍즈풍 · 셍즈화	CONFLICT
Cthonic Magus Robes	2	80		헬소서러로브 · 헬소서리스로브 · 헬클레릭로브 · 헬프리스트로브	CONFLICT
Cuirass	2	11		레더메일 · 레더메일수 · 레더메일토 · 레더메일풍 · 레더메일화 · 레데메일 · 레데메일수 · 레데메일토 · 레데메일풍 · 레데메일화	CONFLICT
Cullote	2	11		단도복 · 단도복수 · 단도복토 · 단도복풍 · 단도복화	CONFLICT
Dalmatica	2	97		네크로브 · 네크로브수 · 네크로브토 · 네크로브풍 · 네크로브화 · 뤼케시온네크로브	CONFLICT
Dark Cleric Robes	2	60		다크클레릭의상 · 클레릭의상1	CONFLICT
Dobok	2	1		도복 · 도복수 · 도복토 · 도복풍 · 도복화	CONFLICT
Dolman	2	71		홀리로브 · 홀리로브수 · 홀리로브토 · 홀리로브풍 · 홀리로브화	CONFLICT
Duin-Uasal	2	97		다크로럼 · 다크로럼수 · 다크로럼토 · 다크로럼풍 · 다크로럼화	CONFLICT
Dummy	2	0		가드아머1 · 호버크	CONFLICT
Dwarvish Leather	2	11		노미쉬레더 · 노미쉬레더수 · 노미쉬레더토 · 노미쉬레더풍 · 노미쉬레더화	CONFLICT
Earth Bodice	2	1		연무복 · 연무복수 · 연무복토 · 연무복풍 · 연무복화	CONFLICT
Earth Garb	2	41		천지도복 · 천지도복수 · 천지도복토 · 천지도복풍 · 천지도복화	CONFLICT
Earth's Bodice	2	1		연무복 · 연무복수 · 연무복토 · 연무복풍 · 연무복화	CONFLICT
Elle	2	41		엘레맨틀 · 엘레맨틀수 · 엘레맨틀토 · 엘레맨틀풍 · 엘레맨틀화	CONFLICT
Enchanted Mantle	2	99		다크로브 · 여마승	CONFLICT
Galuchat	2	11		레더로브 · 레더로브수 · 레더로브토 · 레더로브풍 · 레더로브화	CONFLICT
Gardcorp	2	1		후드로브 · 후드로브수 · 후드로브토 · 후드로브풍 · 후드로브화	CONFLICT
Gorget	2	1		로브 · 로브수 · 로브토 · 로브풍 · 로브화	CONFLICT
Gorget Gown	2	1		로브 · 로브수 · 로브토 · 로브풍 · 로브화	CONFLICT
Hierophant	2	71		위저드로브 · 위저드로브수 · 위저드로브토 · 위저드로브풍 · 위저드로브화	CONFLICT
Hy-Brasyl Armor	2	3		세인트아머 · 세인트아머수 · 세인트아머토 · 세인트아머풍 · 세인트아머화	CONFLICT
Hy-Brasyl Plate	2	3		골든플레이트 · 골든플레이트수 · 골든플레이트토 · 골든플레이트풍 · 골든플레이트화	CONFLICT
Iplet Mail	2	60		이프리트메일 · 이프리트메일수 · 이프리트메일토 · 이프리트메일풍 · 이프리트메일화	CONFLICT
Journeyman	2	11		달마티카 · 달마티카수 · 달마티카토 · 달마티카풍 · 달마티카화	CONFLICT
Jupe	2	11		지폰 · 지폰수 · 지폰토 · 지폰풍 · 지폰화	CONFLICT
Kagum	2	97		카쿰 · 카쿰수 · 카쿰토 · 카쿰풍 · 카쿰화	CONFLICT
Kasmanium Armor	2	41		카스뮴아머 · 카스뮴아머수 · 카스뮴아머토 · 카스뮴아머풍 · 카스뮴아머화	CONFLICT
Kasmanium Hauberk	2	41		카스뮴플레이트 · 카스뮴플레이트수 · 카스뮴플레이트토 · 카스뮴플레이트풍 · 카스뮴플레이트화	CONFLICT
Keaton	2	71		키톤 · 키톤수 · 키톤토 · 키톤풍 · 키톤화	CONFLICT
Labyrinth Mail	2	60		라비린스메일 · 라비린스메일수 · 라비린스메일토 · 라비린스메일풍 · 라비린스메일화	CONFLICT
